time,filter,preprocess,model,epoch,test_volunteers,train_volunteers,auc,accuracy,precision,sensitivity,specificity,f1,group,sample,misinformation,missing_group,misinformation_group
2022-11-07 00:48:45,butterworth0.3,cv20,CNN,100,"[4, 1]","[16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12]",1.0,1.0,1.0,1.0,1.0,1.0,24,3502,0,0,0
2022-11-07 01:48:20,butterworth0.3,cv20,CNN,100,"[16, 13]","[19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1]",0.99448,0.9997,1.0,0.99444,1.0,0.99721,24,3478,0,0,0
2022-11-08 03:15:49,none,cv20,CNN,100,"[19, 2]","[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",1.0,1.0,1.0,1.0,1.0,1.0,24,3455,0,0,0
2022-11-08 04:16:23,none,cv20,CNN,100,"[20, 9]","[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]",1.0,1.0,1.0,1.0,1.0,1.0,24,3480,0,0,0
2022-11-08 05:16:03,none,cv20,CNN,100,"[11, 18]","[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]",0.99957,0.99424,0.91282,0.98889,0.99455,0.94933,24,3510,22,0,1
2022-11-08 06:18:15,none,cv20,CNN,100,"[7, 14]","[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]",1.0,0.9997,1.0,0.99448,1.0,0.99723,24,3491,0,0,0
2022-11-08 07:18:15,none,cv20,CNN,100,"[5, 3]","[6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14]",0.99858,0.99968,1.0,0.99167,1.0,0.99582,24,3460,0,0,0
2022-11-08 08:19:36,none,cv20,CNN,100,"[6, 15]","[10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3]",1.0,1.0,1.0,1.0,1.0,1.0,24,3460,0,0,0
2022-11-08 09:19:33,none,cv20,CNN,100,"[10, 8]","[17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15]",1.0,1.0,1.0,1.0,1.0,1.0,24,3462,0,0,0
2022-11-08 10:18:19,none,cv20,CNN,100,"[17, 12]","[4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8]",1.0,0.9997,1.0,0.99444,1.0,0.99721,24,3513,0,0,0
2022-11-08 11:17:13,none,cv20,CNN,100,"[4, 1]","[16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12]",1.0,0.99938,0.98684,1.0,0.99935,0.99338,24,3502,1,0,1
2022-11-08 12:16:29,none,cv20,CNN,100,"[16, 13]","[19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1]",0.99995,0.99909,0.99441,0.98889,0.99968,0.99164,24,3478,1,0,1
2022-11-08 13:14:09,none,cv20,CNN,100,"[19, 2, 20, 9, 11, 18, 7, 14, 5, 3]","[6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",0.99998,0.99871,0.97733,0.99756,0.99877,0.98734,120,17396,20,0,1
2022-11-08 13:49:53,none,cv20,CNN,100,"[6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2, 20, 9, 11, 18, 7, 14, 5, 3]",0.99998,0.99908,0.99059,0.99176,0.99948,0.99117,120,17415,8,0,2
2022-11-08 20:11:08,none,cv20,CNN,100,"[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2]",0.99887,0.98699,0.80443,0.98609,0.98703,0.88605,216,31356,262,0,38
2022-11-08 20:19:29,none,cv20,CNN,100,"[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]","[20, 9]",0.99612,0.98533,0.78391,0.98121,0.98555,0.87154,216,31331,386,2,49
2022-11-08 20:27:42,none,cv20,CNN,100,"[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]","[11, 18]",0.99917,0.98754,0.80845,0.98859,0.98748,0.88949,216,31301,289,0,32
2022-11-08 20:35:50,none,cv20,CNN,100,"[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]","[7, 14]",0.99949,0.99139,0.86098,0.98993,0.99146,0.92096,216,31320,112,0,33
2022-11-08 20:43:38,none,cv20,CNN,100,"[6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14]","[5, 3]",0.99151,0.96832,0.63249,0.9471,0.96949,0.75846,216,31351,859,2,72
2022-11-08 20:51:48,none,cv20,CNN,100,"[10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3]","[6, 15]",0.9955,0.9589,0.558,0.98356,0.95756,0.71204,216,31351,1052,0,80
2022-11-08 21:00:00,none,cv20,CNN,100,"[17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15]","[10, 8]",0.99381,0.98093,0.74599,0.94257,0.98296,0.83284,216,31349,507,1,54
2022-11-08 21:08:27,none,cv20,CNN,100,"[4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8]","[17, 12]",0.99522,0.98979,0.84274,0.98188,0.99021,0.90701,216,31298,134,1,31
2022-11-08 21:16:45,none,cv20,CNN,100,"[16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12]","[4, 1]",0.99774,0.99654,0.97648,0.95592,0.99875,0.96609,216,31309,18,0,8
2022-11-08 21:25:07,none,cv20,CNN,100,"[19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1]","[16, 13]",0.99897,0.99299,0.89051,0.98255,0.99354,0.93427,216,31333,120,0,23
2022-11-09 05:01:38,butterworth0.1,pca_stft,resnet50,50,"[19, 2]","[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",0.99962,0.9929,0.87845,0.99375,0.99286,0.93255,24,3455,14,0,4
2022-11-09 11:54:31,butterworth0.1,pca_stft,resnet50,50,"[20, 9]","[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]",0.99971,0.99758,0.97253,0.98333,0.9984,0.9779,24,3480,0,0,0
2022-11-09 18:42:13,butterworth0.1,pca_stft,resnet50,50,"[11, 18]","[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]",0.99903,0.99455,0.91753,0.98889,0.99487,0.95187,24,3510,12,0,4
2022-11-10 01:30:43,butterworth0.1,pca_stft,resnet50,50,"[7, 14]","[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]",0.99993,0.99758,0.98324,0.97238,0.99904,0.97778,24,3491,3,0,1
2022-11-10 18:29:19,butterworth0.1,pca_stft,resnet50,50,"[5, 3]","[6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14]",0.99856,0.99462,0.92562,0.93333,0.99704,0.92946,24,3460,11,0,3
2022-11-11 01:12:43,butterworth0.1,pca_stft,resnet50,50,"[6, 15]","[10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3]",0.99992,0.99876,0.98013,0.99329,0.99903,0.98667,24,3460,3,1,3
2022-11-11 08:06:46,butterworth0.1,pca_stft,resnet50,50,"[10, 8]","[17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15]",0.99935,0.99607,0.99441,0.93684,0.99968,0.96477,24,3462,0,0,0
2022-11-11 14:58:12,butterworth0.1,pca_stft,resnet50,50,"[17, 12]","[4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8]",0.99941,0.99424,0.92593,0.97222,0.99551,0.94851,24,3513,13,0,3
2022-11-11 21:55:16,butterworth0.1,pca_stft,resnet50,50,"[4, 1]","[16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12]",0.99993,0.99257,0.86207,1.0,0.99221,0.92593,24,3502,26,0,7
2022-11-12 04:46:56,butterworth0.1,pca_stft,resnet50,50,"[16, 13]","[19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1]",0.99925,0.99697,0.98295,0.96111,0.99904,0.97191,24,3478,3,0,3
2022-11-12 21:52:27,butterworth0.2,pca_stft,resnet50,50,"[5, 3]","[6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14]",0.99671,0.98892,0.7931,0.95833,0.99013,0.86792,24,3460,30,0,4
2022-11-13 02:06:37,butterworth0.2,db-cv20,CNN,100,"[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2]",0.94919,0.96344,0.61433,0.77219,0.97378,0.68427,216,31356,808,19,76
2022-11-13 04:15:32,butterworth0.2,db-cv20,CNN,100,"[19, 2]","[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",0.99999,0.99753,1.0,0.95,1.0,0.97436,24,3455,0,2,0
2022-11-13 04:35:45,butterworth0.2,pca_stft,resnet50,50,"[6, 15]","[10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3]",0.99994,0.99845,0.97368,0.99329,0.9987,0.98339,24,3460,3,0,1
2022-11-13 11:28:36,butterworth0.2,pca_stft,resnet50,50,"[10, 8]","[17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15]",0.99992,0.99819,0.98421,0.98421,0.99904,0.98421,24,3462,2,0,1
2022-11-13 13:28:35,butterworth0.2,db-cv20,CNN,100,"[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2]",0.95987,0.97285,0.7301,0.74702,0.98506,0.73846,216,31356,492,26,67
2022-11-13 13:51:20,butterworth0.2,db-cv20,CNN,100,"[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]","[20, 9]",0.97257,0.92594,0.40081,0.92886,0.92579,0.55998,216,31331,1984,1,156
2022-11-13 14:11:36,butterworth0.2,db-cv20,CNN,100,"[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]","[11, 18]",0.96895,0.89745,0.32278,0.9302,0.8957,0.47925,216,31301,2985,4,131
2022-11-13 14:28:41,butterworth0.2,db-cv20,CNN,200,"[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2]",0.9612,0.97414,0.73869,0.76755,0.98532,0.75284,216,31356,463,24,57
2022-11-13 14:33:30,butterworth0.2,db-cv20,CNN,100,"[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]","[7, 14]",0.96748,0.9715,0.69244,0.78778,0.98131,0.73704,216,31320,528,15,67
2022-11-13 14:44:52,butterworth0.2,db-cv20,CNN,200,"[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]","[20, 9]",0.95054,0.97099,0.71642,0.70872,0.98501,0.71255,216,31331,412,28,98
2022-11-13 15:01:01,butterworth0.2,db-cv20,CNN,200,"[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]","[11, 18]",0.96104,0.96323,0.60951,0.76577,0.97378,0.67876,216,31301,795,24,64
2022-11-13 15:16:19,butterworth0.2,db-cv20,CNN,200,"[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]","[7, 14]",0.97245,0.98223,0.82298,0.8274,0.99049,0.82518,216,31320,271,21,53
2022-11-14 06:28:44,butterworth0.2,pca_stft,resnet50,50,"[19, 2]","[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",0.99986,0.99784,0.96933,0.9875,0.99838,0.97833,24,3455,4,0,1
2022-11-14 14:01:09,butterworth0.2,pca_stft,resnet50,50,"[20, 9]","[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]",0.99999,0.99667,0.94241,1.0,0.99647,0.97035,24,3480,9,0,3
2022-11-14 21:27:57,butterworth0.2,pca_stft,resnet50,50,"[11, 18]","[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]",0.9998,0.99727,0.98305,0.96667,0.99904,0.97479,24,3510,0,0,0
2022-11-15 04:58:18,butterworth0.2,pca_stft,resnet50,50,"[7, 14]","[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]",0.99992,0.99849,0.98889,0.98343,0.99936,0.98615,24,3491,0,0,0
2022-11-15 12:34:52,butterworth0.2,pca_stft,resnet50,50,"[17, 12]","[4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8]",0.99957,0.99636,0.97191,0.96111,0.9984,0.96648,24,3513,2,0,2
2022-11-15 20:09:37,butterworth0.2,pca_stft,resnet50,50,"[4, 1]","[16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12]",1.0,0.99536,0.90909,1.0,0.99513,0.95238,24,3502,21,0,2
2022-11-16 03:42:39,butterworth0.2,pca_stft,resnet50,50,"[16, 13]","[19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1]",0.99864,0.99394,0.95455,0.93333,0.99744,0.94382,24,3478,4,0,2
2022-11-23 02:38:21,butterworth0.1,cv20,CNN,100,"[6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2, 20, 9, 11, 18, 7, 14, 5, 3]",0.99877,0.99261,1.0,0.85748,1.0,0.92327,120,17415,0,10,0
2022-11-23 03:38:27,butterworth0.1,cv20,CNN,100,"[19, 2, 20, 9, 11, 18, 7, 14, 5, 3]","[6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",1.0,0.99963,0.99878,0.99391,0.99994,0.99634,120,17396,0,0,0
2022-11-23 08:07:22,butterworth0.3,pca_stft,resnet50,50,"[19, 2]","[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",0.99995,0.9966,0.93567,1.0,0.99643,0.96677,24,3455,8,0,2
2022-11-23 15:31:55,butterworth0.3,pca_stft,resnet50,50,"[20, 9]","[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]",0.99977,0.99879,0.98889,0.98889,0.99936,0.98889,24,3480,0,0,0
2022-11-23 23:06:08,butterworth0.3,pca_stft,resnet50,50,"[11, 18]","[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]",0.99963,0.99636,0.96154,0.97222,0.99776,0.96685,24,3510,4,0,3
2022-11-24 06:42:20,butterworth0.3,pca_stft,resnet50,50,"[7, 14]","[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]",0.99978,0.99849,1.0,0.97238,1.0,0.98599,24,3491,0,0,0
2022-11-24 14:17:39,butterworth0.3,pca_stft,resnet50,50,"[17, 12]","[4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8]",0.99991,0.99848,0.97814,0.99444,0.99872,0.98623,24,3513,3,0,2
2022-11-24 21:52:52,butterworth0.3,pca_stft,resnet50,50,"[4, 1]","[16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12]",0.99972,0.98824,0.80108,0.99333,0.98799,0.8869,24,3502,45,0,5
2022-11-25 05:28:02,butterworth0.3,pca_stft,resnet50,50,"[16, 13]","[19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1]",0.99819,0.99667,0.98286,0.95556,0.99904,0.96901,24,3478,2,0,1
2022-11-25 05:45:57,butterworth0.3,pca_stft,resnet50,50,"[5, 3]","[6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14]",0.9995,0.99494,0.9127,0.95833,0.99638,0.93496,24,3460,7,1,3
2022-11-25 14:18:05,butterworth0.3,pca_stft,resnet50,50,"[6, 15]","[10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3]",0.99997,0.99907,0.99324,0.98658,0.99968,0.9899,24,3460,0,0,0
2022-11-25 23:03:43,butterworth0.3,pca_stft,resnet50,50,"[10, 8]","[17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15]",0.99974,0.99668,0.97354,0.96842,0.9984,0.97098,24,3462,4,0,3
2022-11-29 00:52:25,none,pca_stft,resnet50,50,"[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2]",0.98929,0.97611,0.70661,0.91391,0.97948,0.797,216,31356,581,3,54
2022-11-29 03:08:48,hampel,cv20,CNN,100,"[19, 2, 20, 9, 11, 18, 7, 14, 5, 3]","[6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",0.99975,0.9981,0.97024,0.99269,0.99839,0.98134,120,17396,23,0,1
2022-11-29 03:10:55,none,pca_stft,resnet50,50,"[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]","[20, 9]",0.98215,0.97671,0.7295,0.85973,0.98296,0.78928,216,31331,473,2,43
2022-11-29 03:14:06,hampel,cv20,CNN,100,"[6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2, 20, 9, 11, 18, 7, 14, 5, 3]",0.99999,0.99921,0.99409,0.99058,0.99968,0.99233,120,17415,6,0,3
2022-11-29 04:11:19,hampel,cv20,CNN,100,"[6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2, 20, 9, 11, 18, 7, 14, 5, 3]",0.99995,0.99401,0.89735,0.99882,0.99375,0.94537,120,17415,77,0,19
2022-11-29 04:20:13,hampel,cv20,CNN,100,"[19, 2, 20, 9, 11, 18, 7, 14, 5, 3]","[6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",0.99996,0.99908,0.98789,0.99391,0.99935,0.99089,120,17396,13,0,1
2022-11-29 05:33:11,none,pca_stft,resnet50,50,"[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]","[11, 18]",0.98556,0.96469,0.59844,0.92416,0.96686,0.72646,216,31301,831,3,76
2022-11-29 07:55:09,none,pca_stft,resnet50,50,"[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]","[7, 14]",0.99317,0.98212,0.76571,0.93284,0.98476,0.84105,216,31320,442,4,41
2022-11-29 10:17:51,none,pca_stft,resnet50,50,"[6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14]","[5, 3]",0.98187,0.97774,0.76625,0.82903,0.98598,0.79641,216,31351,238,2,43
2022-11-29 10:55:02,hampel,cv20,CNN,100,"[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2]",0.99644,0.99297,0.90949,0.95828,0.99484,0.93325,216,31356,89,4,20
2022-11-29 11:13:12,hampel,cv20,CNN,100,"[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]","[20, 9]",0.99557,0.98543,0.79831,0.95369,0.98712,0.86911,216,31331,338,4,48
2022-11-29 11:31:08,hampel,cv20,CNN,100,"[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]","[11, 18]",0.99755,0.98989,0.85527,0.96376,0.99128,0.90628,216,31301,185,1,18
2022-11-29 11:49:05,hampel,cv20,CNN,100,"[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]","[7, 14]",0.99931,0.99411,0.90971,0.9812,0.9948,0.9441,216,31320,91,1,22
2022-11-29 12:06:12,hampel,cv20,CNN,100,"[6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14]","[5, 3]",0.98546,0.92047,0.39427,0.95871,0.91835,0.55875,216,31351,2324,4,104
2022-11-29 12:23:46,hampel,cv20,CNN,100,"[10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3]","[6, 15]",0.99182,0.96026,0.56831,0.95989,0.96028,0.71394,216,31351,1087,2,67
2022-11-29 12:34:57,hampel,cv20,CNN,100,"[19, 2]","[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]",0.99996,0.99877,0.97561,1.0,0.9987,0.98765,24,3455,0,0,0
2022-11-29 12:38:17,none,pca_stft,resnet50,50,"[10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3]","[6, 15]",0.99365,0.9858,0.81496,0.9382,0.9884,0.87225,216,31351,299,1,44
2022-11-29 12:42:18,hampel,cv20,CNN,100,"[17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15]","[10, 8]",0.99539,0.96696,0.60833,0.96757,0.96693,0.747,216,31349,943,0,68
2022-11-29 13:00:53,hampel,cv20,CNN,100,"[4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8]","[17, 12]",0.99481,0.98488,0.77614,0.98658,0.98479,0.86879,216,31298,258,0,38
2022-11-29 13:18:53,hampel,cv20,CNN,100,"[16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12]","[4, 1]",0.99613,0.99406,0.94983,0.93421,0.99731,0.94196,216,31309,39,5,7
2022-11-29 13:37:34,hampel,cv20,CNN,100,"[19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1]","[16, 13]",0.99809,0.98962,0.8415,0.97987,0.99014,0.90543,216,31333,240,1,46
2022-11-29 14:26:04,hampel,cv20,CNN,100,"[20, 9]","[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]",1.0,0.9997,0.99448,1.0,0.99968,0.99723,24,3480,0,0,0
2022-11-29 15:00:16,none,pca_stft,resnet50,50,"[17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15]","[10, 8]",0.98991,0.97098,0.64618,0.93784,0.97274,0.76516,216,31349,775,0,70
2022-11-29 15:27:05,gaussian,cv20,CNN,100,"[20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13]","[19, 2]",0.99915,0.98423,0.9981,0.69404,0.99993,0.81875,216,31356,1,30,1
2022-11-29 15:45:03,gaussian,cv20,CNN,100,"[11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2]","[20, 9]",0.99976,0.99517,0.99632,0.90805,0.99982,0.95014,216,31331,6,4,3
2022-11-29 16:02:27,gaussian,cv20,CNN,100,"[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]","[11, 18]",0.99939,0.98073,1.0,0.62013,1.0,0.76553,216,31301,3,52,2
2022-11-29 16:16:33,hampel,cv20,CNN,100,"[11, 18]","[7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9]",0.99993,0.99303,0.89055,0.99444,0.99295,0.93963,24,3510,25,0,1
2022-11-29 16:19:45,gaussian,cv20,CNN,100,"[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]","[7, 14]",0.99951,0.99452,0.99775,0.89389,0.99989,0.94297,216,31320,2,6,1
2022-11-29 16:36:47,gaussian,cv20,CNN,100,"[6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14]","[5, 3]",0.999,0.99156,0.969,0.8671,0.99846,0.91522,216,31351,17,13,5
2022-11-29 16:54:55,gaussian,cv20,CNN,100,"[10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3]","[6, 15]",0.99672,0.97938,0.98004,0.61341,0.99932,0.75455,216,31351,10,38,5
2022-11-29 17:12:52,gaussian,cv20,CNN,100,"[17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15]","[10, 8]",0.99767,0.9892,0.92915,0.85068,0.99656,0.88818,216,31349,92,2,23
2022-11-29 17:22:01,none,pca_stft,resnet50,50,"[4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8]","[17, 12]",0.98617,0.98005,0.75566,0.89664,0.98451,0.82014,216,31298,397,5,49
2022-11-29 17:31:16,gaussian,cv20,CNN,100,"[4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8]","[17, 12]",0.99878,0.99077,0.99513,0.82215,0.99978,0.9004,216,31298,0,11,0
2022-11-29 17:49:15,gaussian,cv20,CNN,100,"[16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12]","[4, 1]",0.99945,0.98849,1.0,0.77697,1.0,0.87449,216,31309,0,24,0
2022-11-29 18:07:17,gaussian,cv20,CNN,100,"[19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12, 4, 1]","[16, 13]",0.9993,0.99305,0.99386,0.86846,0.99971,0.92693,216,31333,1,9,1
2022-11-29 18:08:54,hampel,cv20,CNN,100,"[7, 14]","[5, 3, 6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18]",1.0,1.0,1.0,1.0,1.0,1.0,24,3491,0,0,0
2022-11-29 19:44:58,none,pca_stft,resnet50,50,"[16, 13, 19, 2, 20, 9, 11, 18, 7, 14, 5, 3, 6, 15, 10, 8, 17, 12]","[4, 1]",0.99051,0.98685,0.9108,0.82632,0.99559,0.86651,216,31309,118,5,39
2022-11-29 20:00:32,hampel,cv20,CNN,100,"[5, 3]","[6, 15, 10, 8, 17, 12, 4, 1, 16, 13, 19, 2, 20, 9, 11, 18, 7, 14]",0.99995,0.99905,0.98347,0.99167,0.99934,0.98755,24,3460,0,0,0
